MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:05.714,2146,5.0156,17.2718,0.4688,0.8741,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:07.771,4203,5.1856,19.9623,0.3041,0.5190,1.5708,True,True,Magnum
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:09.831,6263,7.2083,23.7265,1.4143,0.2371,1.5708,True,True,Magnum
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:11.881,8313,9.0416,26.4006,2.0395,-0.4168,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:13.930,10362,7.1262,29.7392,2.0729,0.2401,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:15.978,12410,6.2305,30.3602,0.4051,-0.9984,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:18.036,14468,6.2691,26.2168,0.3787,-0.9381,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:20.090,16522,8.7776,23.9919,2.0689,-0.6732,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:22.128,18560,8.4996,21.5597,2.4554,-0.4698,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:24.173,20606,6.6215,19.5919,2.7391,-0.9242,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:26.244,22676,4.4487,17.4810,3.5581,-0.7296,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:28.283,24715,5.8581,19.0752,2.4301,-0.8028,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:30.319,26751,5.6723,18.5457,3.5369,-0.8898,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:32.357,28789,6.0320,14.7984,3.1912,-0.7163,1.5708,True,True,Battle Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:34.395,30827,6.0161,17.4255,0.4863,0.7961,1.5708,True,True,Sniper Rifle
Sanctuary,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 14:51:36.483,32915,4.2239,19.0309,0.3278,0.0785,1.5708,True,True,Sniper Rifle
