MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:28.739,2054,15.1027,1.6739,0.1642,-0.9999,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:30.751,4066,14.0955,3.0240,0.1561,0.5346,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:32.761,6077,11.9161,0.1081,-0.9741,-0.6319,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:34.770,8086,10.2771,-2.7287,-0.9773,-0.5391,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:36.780,10096,11.7154,-6.0857,0.1758,-0.9718,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:38.790,12105,10.6061,-9.5520,1.1410,0.9861,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:40.800,14116,6.8900,-8.5399,3.1600,0.9872,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:42.811,16126,3.8132,-9.0960,3.8988,0.9928,1.5708,True,True,Battle Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:44.827,18143,2.5786,-8.5429,3.9009,0.9253,1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:46.852,20168,2.6778,-8.5774,3.9237,0.9039,1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:48.860,22176,1.1505,-7.2464,4.9599,0.7810,1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:50.873,24189,-1.2697,-6.8918,4.5771,0.4556,-1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:52.892,26208,-5.4466,-5.5645,4.0809,0.1534,-1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:54.907,28223,-9.6851,-4.6332,1.0136,0.4342,-1.5708,True,True,Sniper Rifle
Beaver Creek,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:47:56.926,30242,-13.4084,-3.4395,2.8349,0.0083,-1.5708,True,True,Sniper Rifle
