MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:21.601,3,-8.8194,-4.4711,-9.8421,0.9871,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:23.612,2014,-8.9387,-3.1366,-9.8185,0.9815,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:25.622,4024,-7.6359,-0.7698,-9.8584,0.0386,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:27.633,6035,-9.3016,1.3232,-9.8524,-0.9100,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:29.643,8045,-8.9539,1.1569,-9.8389,-0.3333,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:31.662,10064,-8.4402,1.3202,-9.4271,-0.3756,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:33.672,12073,-8.7174,0.5876,-8.4177,0.0130,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:35.681,14082,-8.7530,0.5011,-8.3604,-0.0299,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:37.690,16092,-8.9933,0.5062,-8.3737,-0.0858,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:39.700,18102,-9.1383,0.7576,-7.5898,-0.3282,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:41.710,20111,-8.0018,-0.7837,-9.8181,0.1037,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:43.719,22120,-5.3030,-0.7198,-9.9175,-0.1558,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:45.727,24128,-0.9064,-0.3349,-9.9991,0.1299,-1.0645,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:47.738,26140,-0.0458,-2.1530,-10.0461,0.0997,-0.0900,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:49.749,28151,-1.0909,-2.6074,-10.1295,0.2438,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:51.760,30162,-1.5066,-0.2957,-10.0507,0.9955,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:53.778,32180,-1.0970,2.2963,-10.2086,-0.5639,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:55.801,34202,-1.4208,0.3944,-10.0472,-0.9986,-1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:57.812,36214,1.1229,-2.3370,-10.4631,0.1672,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:41:59.823,38225,4.0547,0.0771,-9.6258,0.8125,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:01.833,40235,7.8606,0.9862,-8.0536,-0.3528,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:03.851,42253,5.4183,-1.5142,-8.0216,-0.2507,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:05.869,44271,4.6543,-0.4717,-7.6375,-0.9961,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:07.882,46284,6.7039,-0.9144,-5.5172,-0.0535,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:09.893,48294,9.2112,-0.6633,-4.4662,-0.3556,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:11.903,50305,10.9597,-0.8956,-3.8464,-0.9979,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:13.926,52327,9.5651,-3.0478,-4.5476,-0.9907,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:15.938,54340,9.6637,-2.9505,-4.6810,-0.9341,1.5708,True,True,Battle Rifle
Lockout,cOn ,31,0,11,11,0,2025-12-06 00:42:17.949,56350,9.3851,-2.7090,-4.5775,-0.8556,1.5708,True,True,Battle Rifle
