MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:13.011,2082,3.3078,-7.1441,-4.1330,0.7774,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:15.028,4099,3.1916,-8.8024,-4.1381,-0.9540,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:17.037,6108,-0.2750,-9.6169,-4.1446,0.2690,-0.2416,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:19.049,8120,-1.6889,-9.2631,-3.9818,0.1217,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:21.059,10130,-5.4619,-9.2403,-4.1485,0.4268,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:23.100,12171,-3.2294,-6.5437,-4.1565,0.0743,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:25.126,14197,-2.0799,-3.3683,-4.1438,0.9999,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:27.135,16206,-3.4249,-0.6019,-4.1171,-0.6790,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:29.144,18215,-4.9114,-1.2075,-3.7565,0.1297,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:31.153,20224,-5.7829,2.2649,-4.1488,-0.0216,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:33.162,22233,-6.4562,0.5701,-4.0276,0.9999,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:41.222,30293,6.3905,-7.7749,-4.1390,-0.7288,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:43.235,32306,3.6461,-9.1635,-4.1513,0.8195,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:45.270,34341,0.9268,-7.0937,-3.3859,-0.0533,0.9426,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:47.277,36348,-0.0390,-7.5023,-3.8041,0.7198,-0.0563,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:49.286,38357,-3.0925,-9.2193,-4.1633,0.0348,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:57.365,46436,-9.4538,-7.5753,-2.4017,0.9561,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:11:59.374,48445,-7.6740,-8.1788,-2.3924,-0.2124,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 03:12:01.387,50458,-7.8149,-7.8307,-2.3992,0.7023,-1.5708,True,True,Battle Rifle
