MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:34.686,22,-11.5407,3.3917,2.2699,0.4304,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:36.718,2053,-9.7563,1.6221,2.2659,-0.9656,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:38.746,4081,-7.0631,-1.5280,1.4665,-0.3151,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:40.772,6108,-3.5777,-3.2854,2.6163,0.9575,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:42.804,8140,-0.9739,-2.3229,3.6787,0.5803,-1.1633,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:44.823,10159,0.0722,1.0033,3.6608,0.9742,0.0896,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:46.854,12189,0.5520,3.7794,4.6677,0.9540,0.5951,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:48.884,14219,1.9296,4.0299,4.3544,-0.2064,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:50.905,16240,4.2081,1.4693,0.3396,-0.8540,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:52.927,18263,1.1833,0.9211,0.0607,0.6928,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:54.975,20310,-2.0528,3.1857,-0.5885,0.9975,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:38:57.024,22360,-3.9966,4.4362,0.2019,0.0180,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:09.200,34535,2.7026,12.4575,0.3434,-0.4846,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:11.226,36562,2.6402,9.8000,0.0359,0.5226,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:13.248,38583,-0.1561,8.5338,-0.0945,-0.7373,-0.2177,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:15.296,40632,-3.1668,7.0032,0.0562,-0.7377,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:17.329,42664,-6.8754,4.8777,-0.0236,-0.6848,-1.5708,True,True,Energy Sword
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:19.361,44696,-10.3899,2.4050,-0.0215,-0.4661,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:21.381,46717,-12.0485,3.7515,3.3989,0.8656,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:23.407,48743,-10.2755,6.4952,2.2551,0.8776,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:25.457,50792,-9.4493,6.9106,2.2756,0.8105,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:27.478,52813,-8.2086,10.2981,2.9763,-0.2601,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:29.505,54841,-6.7982,9.3820,1.2214,-0.9923,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:31.528,56863,-6.6570,7.5271,0.2789,0.2541,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:39:33.551,58886,-6.3386,9.0225,1.0639,0.8977,-1.5708,True,True,Battle Rifle
