MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:14.094,1,-8.8194,-4.4711,-9.8421,0.9871,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:16.140,2047,-8.3662,-3.1980,-9.8246,0.8961,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:18.192,4098,-10.8223,-1.1485,-9.8766,-0.9565,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:20.232,6139,-10.7985,-2.7732,-7.8873,0.6722,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:22.275,8182,-9.7403,-1.6535,-7.7713,-0.1361,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:24.330,10237,-8.3950,-1.2769,-7.7515,-0.5433,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:26.368,12274,-4.3449,-2.7569,-7.7783,-0.6432,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:28.406,14313,-4.0148,-2.7521,-8.1346,0.9076,-1.5708,True,True,Oddball
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:30.447,16354,-5.9362,-1.3423,-7.0611,0.0764,-1.5708,True,True,Oddball
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:42.756,28663,-11.4585,-5.8580,-7.7446,0.9879,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:44.822,30729,-7.7367,-6.3505,-6.8019,0.2874,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:46.873,32780,-5.1317,-6.5237,-6.9220,-0.0773,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:48.923,34830,-4.8819,-3.3275,-6.1267,0.5366,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:50.967,36874,-5.7898,-0.9493,-8.5618,0.7901,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:53.011,38918,-8.4177,-1.5906,-9.8446,-0.1303,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:55.081,40988,-10.7606,-1.7862,-9.6418,-0.9153,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:57.117,43024,-9.8098,-2.5599,-7.8377,0.0317,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:33:59.156,45063,-9.4946,-1.8696,-6.7741,0.4883,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:01.195,47101,-8.1516,-2.8346,-7.7181,-0.8866,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:03.237,49144,-9.7920,-2.9087,-7.7245,0.9879,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:05.314,51221,-9.7101,-1.2624,-7.7469,0.5551,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:17.603,63510,8.5291,-1.1266,-10.2183,-0.5864,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:19.645,65552,4.6403,-0.6345,-10.2246,0.8872,1.5708,True,True,Carbine
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:21.696,67603,6.9115,1.3698,-8.6238,-0.9821,1.5708,True,True,Carbine
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:23.732,69639,8.7977,0.2503,-8.0659,-0.9994,1.5708,True,True,Carbine
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:36.053,81960,0.2012,7.3255,-11.8543,-0.9439,0.1681,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:38.119,84026,-2.3322,9.8045,-12.5818,-0.7510,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:40.159,86066,-6.6267,9.0170,-11.9746,-0.0793,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:42.208,88115,-9.7557,7.9231,-11.5705,-0.9572,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:44.247,90154,-9.7065,3.7354,-10.4750,-0.9654,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:46.291,92198,-9.2066,2.4116,-10.1463,-0.9043,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:48.355,94261,-9.2568,1.5104,-9.9060,-0.9943,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:50.408,96314,-8.9655,-0.1362,-9.8193,-0.9646,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:52.467,98373,-11.2030,-3.2241,-8.8827,0.0184,-1.5708,True,True,Energy Sword
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:54.520,100427,-8.7112,-1.3858,-7.7385,-0.3922,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:56.578,102484,-6.2754,-0.8355,-6.6525,0.0690,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:34:58.644,104550,-4.0440,-1.6117,-8.1469,0.6147,-1.5708,True,True,Energy Sword
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:00.692,106599,-1.3174,-2.9484,-8.1176,0.4975,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:02.741,108648,1.0176,-5.9878,-8.0456,-0.9478,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:04.781,110688,1.8129,-9.0199,-8.0142,0.9427,1.5708,True,True,Energy Sword
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:06.828,112735,2.1131,-9.0483,-8.0474,0.9746,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:08.912,114819,2.6332,-8.6427,-6.8277,0.2719,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:10.957,116864,5.2216,-8.0479,-8.2226,0.9962,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:12.994,118900,3.5339,-7.4435,-8.2245,0.9611,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:15.034,120941,1.3440,-8.2646,-7.6150,0.9732,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:27.336,133243,-8.9470,7.3351,-11.4157,-0.9746,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:29.377,135284,-8.2850,3.1060,-9.5987,-0.9959,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:31.443,137350,-8.1500,0.6373,-7.3578,0.1861,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:33.490,139397,-6.9293,0.5537,-12.4775,0.2229,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:45.823,151730,-8.7135,-5.2733,-7.7313,0.9167,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:47.872,153779,-6.4256,-6.2827,-6.9552,0.2616,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:49.911,155818,-7.2425,-6.2101,-7.3281,-0.8214,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:51.980,157887,-8.3416,-3.7398,-7.7181,0.9540,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:54.022,159929,-9.1152,-1.6551,-7.7459,-0.0207,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:56.062,161969,-8.7781,-0.6848,-7.7216,0.7028,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:35:58.110,164017,-9.3742,-0.9226,-7.7503,-0.3427,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:00.145,166052,-6.4715,-0.4565,-6.7800,-0.2630,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:02.192,168099,-2.1910,0.8246,-8.1459,0.3531,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:04.246,170153,-1.3526,5.0823,-7.6287,0.9818,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:06.292,172199,-1.3054,5.3925,-7.7624,-0.4255,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:08.327,174233,-1.2077,5.7233,-7.7501,-0.3079,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:10.368,176275,-0.7751,5.8472,-7.7444,-0.3614,-0.9196,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:12.439,178346,-0.4012,2.4112,-7.1852,-0.5357,-0.4087,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 13:36:14.499,180406,3.3956,0.8080,-7.9149,-0.7275,1.5708,True,True,Battle Rifle
