MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:11:54.122,2245,6.5078,10.9546,-2.3747,-0.9938,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:11:56.147,4270,6.5158,10.4363,-2.4768,-0.8504,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:11:58.171,6294,4.9601,8.6183,-1.3207,-0.6904,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:00.221,8344,4.7708,5.3840,-2.4017,-0.6332,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:02.248,10371,2.8663,1.5085,-1.2570,-0.9672,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:04.288,12411,0.4909,0.5157,-1.9366,-0.6265,0.5620,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:06.313,14436,0.8172,-0.3288,-1.9430,-0.7803,1.0431,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:08.360,16484,1.3079,-1.2900,-1.9504,-0.9997,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:10.379,18502,-1.2884,-1.7552,-1.9215,0.7030,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:12.433,20556,-2.3280,-0.1426,-1.9459,0.1099,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:14.537,22660,-2.3647,0.3449,-1.9648,0.0409,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:16.579,24702,0.1642,0.9134,-1.9326,-0.1034,0.1751,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:22.664,30787,11.1221,-5.1140,-2.3211,0.0000,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:24.750,32874,9.6125,-6.5172,-2.4034,0.8351,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:26.773,34896,10.2112,-6.5977,-2.4251,0.8322,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:28.839,36962,9.7145,-6.5274,-2.3992,0.9916,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:30.877,39000,10.4150,-3.4748,-2.1786,0.9211,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:32.915,41039,7.8924,-2.0772,-4.1591,0.9536,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:34.974,43098,9.5405,-2.4459,-4.1678,0.8418,1.5708,True,True,Shotgun
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:36.992,45115,10.0520,-0.6190,-4.1329,0.2756,1.5708,True,True,Shotgun
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:39.032,47155,-9.2270,-1.3045,-4.1191,-0.9886,-1.5708,True,True,Shotgun
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:41.054,49178,-9.3203,0.4018,-4.1532,-0.6686,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:47.185,55308,-1.1129,1.9712,-4.0787,0.0000,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:49.207,57331,-1.3865,2.2661,-4.1685,-0.5904,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:51.241,59364,-1.7134,2.5623,-4.1591,0.0449,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:53.269,61392,-2.3663,1.8095,-4.1531,-0.6685,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:55.327,63450,-3.5909,-2.1062,-4.1544,-0.9566,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:12:57.365,65488,-3.0748,-0.7511,-4.1578,-0.9795,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:05.576,73700,3.4279,-6.0544,-4.1216,0.6822,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:07.628,75751,4.7146,-3.9067,-4.1695,0.0159,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:09.651,77774,1.9462,-4.2180,-4.1591,-0.2933,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:11.677,79800,0.6259,-2.4392,-4.1639,-0.7670,0.7224,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:18.127,86251,6.1932,-7.7862,-4.0709,0.0000,1.5708,True,True,Guardians
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:20.165,88288,8.2208,-6.6679,-4.1247,0.6714,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:22.215,90339,8.5041,-4.1419,-4.1496,0.7625,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:30.372,98495,7.2475,-9.9487,-2.3747,0.8262,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:32.410,100533,7.9765,-9.8671,-2.4048,0.8305,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:34.441,102564,9.4560,-7.0142,-2.3739,0.9951,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:36.465,104588,9.2907,-3.1929,-4.1590,0.9864,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:38.482,106606,11.1801,-1.1953,-4.1686,0.3360,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:40.526,108649,11.0450,-0.1997,-4.1538,0.2836,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:42.550,110673,10.1436,0.3694,-4.1477,-0.0311,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:44.573,112696,11.8723,1.1758,-4.1533,0.1832,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:46.655,114779,10.9799,0.4516,-4.1696,0.4847,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:48.742,116865,-9.6772,-1.1687,-4.1127,-0.9585,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:50.779,118902,-8.7209,-5.0711,-3.7024,-0.6322,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:52.802,120925,-6.5120,-6.9700,-4.1283,-0.7628,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:13:54.824,122947,-6.9200,-7.1056,-3.2816,-0.3841,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:02.960,131083,7.7585,9.9615,-2.4973,-0.5483,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:04.980,133103,7.7826,7.9806,-2.5009,-0.1676,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:07.027,135150,7.6777,8.0770,-2.5127,-0.6633,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:09.072,137195,8.7006,5.2453,-1.3627,-0.7464,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:11.097,139220,6.6489,5.3817,-2.4386,0.9052,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:13.148,141271,7.1169,7.4884,-4.2801,0.7973,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:15.170,143293,4.4863,9.6502,-3.6210,-0.0785,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:17.257,145380,3.3012,10.1448,-3.7054,-0.1857,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:19.279,147402,3.8602,12.1790,-2.4075,-0.8288,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:21.329,149452,6.3858,10.7309,-2.4059,-0.7432,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:23.367,151490,7.5205,7.9816,-2.4780,-0.1083,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:25.397,153521,8.8988,7.2225,-2.5120,-0.9590,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:27.451,155574,10.4281,7.0940,-2.5073,-0.7288,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:29.528,157651,8.9322,9.6110,-2.5040,0.4046,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:31.562,159685,4.9980,9.1969,-2.6382,-0.2404,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:33.605,161728,0.6801,9.6424,-4.1368,0.8293,0.6655,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:35.622,163746,-0.7081,-10.4039,-4.1272,0.3123,-0.8742,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:37.671,165794,0.1883,-11.0750,-4.1486,0.1578,0.2536,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:43.764,171888,7.5287,-6.4379,-4.1362,0.7618,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:45.786,173909,8.1380,-4.8987,-4.1691,0.9990,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:47.850,175973,7.4357,-2.3392,-4.1414,0.9922,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:49.898,178021,8.5285,-0.1511,-4.1128,-0.1883,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:51.933,180057,11.1822,1.2152,-4.1555,-0.3912,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:53.954,182077,12.4657,1.1991,-4.1495,0.0672,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:55.997,184120,10.7731,0.0875,-4.1795,0.8987,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:14:58.042,186165,9.5476,0.1988,-4.1657,0.6308,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:00.065,188189,7.4185,-0.8258,-4.1523,0.3122,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:02.117,190240,5.4948,-0.3299,-3.9284,0.9961,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:04.153,192276,3.8328,3.3538,-2.3875,0.0949,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:06.193,194317,1.3387,1.6446,-4.1394,0.0715,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:08.233,196356,-1.0732,4.9337,-3.5067,-0.4445,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:10.274,198398,-4.5006,4.0934,-4.1166,-0.9269,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:12.296,200419,-6.4733,3.7250,-4.1406,-0.3907,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:14.319,202442,-9.7069,2.5131,-3.1008,0.8159,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:16.361,204484,-7.8689,0.9874,-4.1484,0.9148,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:18.429,206552,-9.5009,3.3303,-4.1386,0.7917,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:26.553,214676,-2.5358,6.6102,-4.1177,-0.8126,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:28.609,216732,-1.6242,5.3543,-4.1263,-0.6445,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:30.641,218764,0.3495,2.7452,-3.1994,-0.3742,0.5108,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:32.659,220783,3.7526,0.7322,-4.1254,-0.9591,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:34.698,222821,2.6760,-2.2925,-4.1747,-0.9913,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:36.729,224852,5.8480,-0.5965,-3.0116,-0.9293,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:38.796,226919,8.9886,1.3354,-4.1530,-0.1587,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:40.816,228939,7.2174,2.1129,-2.7115,-1.0000,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:42.889,231012,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:44.922,233045,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:46.945,235068,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:48.998,237121,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:51.032,239155,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:53.051,241174,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:55.075,243198,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:57.095,245219,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:15:59.141,247265,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:01.179,249302,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:03.196,251319,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:05.224,253347,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:07.243,255366,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:09.311,257434,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:11.349,259472,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:13.384,261507,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:15.411,263534,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:17.435,265558,6.9757,2.4262,-2.5870,-0.9842,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:25.592,273715,7.5955,-9.9611,-2.4389,0.6580,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:27.615,275739,5.6385,-9.4570,-2.3813,0.5529,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:29.642,277765,1.9572,-9.3424,-3.3592,0.8829,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:31.713,279836,0.5291,-8.5937,-4.1251,-0.9485,0.5324,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:33.745,281868,-0.9662,-11.6274,-4.1588,0.9389,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:35.774,283898,-1.2274,-12.3947,-4.1591,0.7451,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:37.800,285924,0.1309,-10.9655,-4.1454,-0.9315,0.0836,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:39.823,287946,1.2240,-11.5246,-4.1488,0.9986,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:41.866,289989,1.0440,-11.5725,-4.2451,0.7558,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:43.885,292009,0.9374,-11.6546,-3.3640,0.9404,1.1979,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 00:16:52.066,300189,-4.2962,-8.8531,-4.1342,0.6619,-1.5708,True,True,Battle Rifle
