MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:29.264,1,-5.1031,-5.6758,0.1699,0.9780,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:31.297,2034,-2.3725,-5.0283,0.1545,0.5481,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:39.481,10218,-11.8717,2.9820,0.1785,-0.0682,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:41.521,12258,-7.9383,2.0090,0.1826,-0.9985,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:43.560,14297,-5.3771,0.1818,0.1825,-0.6031,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:45.601,16338,-3.9320,1.3338,0.1572,-0.9580,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:47.639,18376,-6.0982,1.6382,0.1309,0.0368,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:53.801,24538,-8.7541,-3.3012,0.1662,-0.0004,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:55.819,26556,-9.9180,-0.4277,-0.9755,0.7657,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:57.844,28581,-8.0569,2.4455,-0.9773,0.7620,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:34:59.952,30689,-9.8801,5.4428,0.0065,-0.3166,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:01.977,32714,-7.3819,5.0800,1.3423,-0.2801,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:04.003,34740,-10.2443,3.1093,2.3501,-0.5554,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:06.036,36773,-9.1068,2.6799,2.3707,-0.5292,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:08.064,38801,-8.6930,2.7185,2.3398,-0.6995,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:10.124,40861,-8.3676,3.4888,2.3756,-0.3230,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:12.157,42894,-7.8781,3.1964,3.4447,-0.0529,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:14.180,44917,-7.7985,1.6707,2.3611,0.0245,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:16.217,46954,-7.8384,1.0414,2.9845,0.0866,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:18.236,48973,-7.8087,1.3963,2.3263,0.6669,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:20.324,51061,-11.3501,2.3272,1.8742,-0.2947,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:22.338,53075,-9.7460,5.4624,0.9820,-0.0100,-1.5708,False,True,Battle Rifle
Beaver Creek,WTFrenetic,_game_team_red,2,25,1,0,1,0,2025-12-07 01:35:24.399,55136,-7.2522,4.8943,1.3801,0.0858,-1.5708,False,True,Battle Rifle
