MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:01.752,1,-0.5104,6.3356,-11.5421,0.8741,-0.5265,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:03.799,2049,-1.6486,5.1951,-11.5346,-0.9613,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:05.853,4102,-1.5518,1.1502,-10.0216,-0.9988,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:07.894,6143,-0.0717,-1.9165,-10.0177,-0.5110,-0.1265,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:09.931,8180,1.8766,-3.6243,-10.8732,-0.9987,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:18.084,16333,-1.6822,9.4117,-7.7180,-0.9452,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:20.129,18379,-1.5030,5.0254,-7.5383,-0.6984,-1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:22.203,20452,0.0421,1.7601,-8.1458,-0.8962,0.0666,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:24.244,22494,2.0957,-0.0389,-7.0462,-0.3159,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:26.288,24537,2.7513,-1.4028,-8.1405,-0.4131,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:28.334,26583,1.0753,-3.8295,-8.1455,-0.9993,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:30.380,28629,2.8260,-7.6644,-8.0348,-0.3136,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:32.450,30699,5.1515,-7.2323,-8.2690,-0.3475,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:34.495,32744,7.4334,-7.1423,-8.0492,0.9953,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:36.537,34786,8.8948,-7.1715,-8.0347,0.9946,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:38.573,36823,11.8984,-6.2876,-7.2353,0.7304,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:40.611,38860,12.4025,-4.7657,-6.6900,0.3362,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:42.660,40909,12.0431,-1.8752,-6.0327,0.6876,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:44.692,42942,9.6291,-3.0194,-4.5545,-0.1524,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:52.894,51143,9.1940,2.0806,-7.9888,-0.5386,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:54.940,53189,11.5507,2.2260,-7.3933,-0.0357,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:56.971,55221,12.7160,-1.2789,-5.9913,-0.9853,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:14:59.015,57265,12.1380,-5.3408,-6.9121,0.0969,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:01.058,59307,12.6523,-4.9716,-6.8159,0.1577,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:09.241,67491,5.5375,-7.6776,-8.0244,0.3001,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:11.279,69528,5.5698,-7.9886,-8.0481,0.3006,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:13.320,71569,8.1575,-6.8714,-8.0188,0.3842,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:15.356,73605,11.8759,-6.5615,-7.2366,-0.2417,1.5708,True,True,Battle Rifle
Lockout,roasted,_game_team_red,22,14,1,2,0,2,2025-12-07 15:15:17.389,75638,12.7854,-5.7943,-7.0882,0.2441,1.5708,True,True,Battle Rifle
