MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:29:59.114,4,5.0461,-1.8522,1.7775,0.6442,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:01.140,2030,5.2660,-1.2467,1.2485,0.5880,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:03.149,4039,4.7145,-1.9721,1.9040,-0.5387,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:05.164,6054,3.7337,-2.4551,2.4768,0.8455,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:07.178,8068,3.8521,-2.4125,2.3484,0.8014,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:09.202,10092,0.3913,-3.1774,3.6556,0.1676,0.3005,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:11.217,12107,-0.1370,0.7807,3.6606,0.9745,-0.1651,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:13.229,14119,-1.4167,4.8896,3.6904,0.8809,-1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:15.241,16131,-0.2334,5.9567,3.7235,0.7749,-0.3118,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:27.333,28223,8.5029,8.6147,2.0372,-0.8365,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:29.359,30249,8.1658,9.0491,2.3601,0.2627,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:31.371,32261,9.0211,8.4208,2.1465,-0.9985,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:33.388,34278,7.6104,4.8290,3.0778,0.6915,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:35.402,36292,7.4141,2.1930,2.2282,0.8202,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:37.413,38302,8.5656,1.8821,2.2727,0.9536,1.5708,True,True,Battle Rifle
Midship,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-06 02:30:39.427,40317,8.3954,0.5823,1.8393,0.9275,1.5708,True,True,Battle Rifle
