MapName,PlayerName,Team,EmblemForeground,EmblemBackground,PrimaryColor,SecondaryColor,TertiaryColor,QuaternaryColor,Timestamp,GameTimeMs,X,Y,Z,FacingYaw,FacingPitch,IsCrouching,IsAirborne,CurrentWeapon
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:13.551,14,-8.6653,9.6806,-2.3894,-0.9274,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:15.574,2037,-7.3589,9.0470,-2.3740,-0.7410,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:17.595,4058,-4.2058,6.4443,-2.4175,-1.0000,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:19.618,6081,-4.2798,7.5636,-2.4077,-0.7233,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:21.647,8110,-5.2765,7.4770,-2.4220,-0.6129,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:33.804,20267,-11.2937,4.5078,-2.4051,0.6660,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:35.851,22314,-11.0216,2.4346,-2.3973,0.3391,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:37.872,24335,-11.2953,3.5929,-2.4011,-0.3898,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:39.915,26378,-10.9808,2.4583,-2.4033,0.7083,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:41.937,28400,-11.0290,2.4690,-2.3987,0.3079,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:43.982,30445,-11.0177,2.4851,-2.3949,0.4976,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:45.999,32462,-11.1329,2.8249,-2.4027,-0.0276,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:48.018,34481,-11.1152,2.9061,-2.3758,-0.4688,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:50.041,36504,-11.9138,3.4004,-2.4064,-0.3657,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:52.060,38523,-12.0076,3.4721,-2.4005,-0.2697,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:54.091,40554,-11.1305,2.7957,-2.4087,0.7368,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:56.148,42611,-9.6619,1.4054,-4.1276,-0.9813,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:12:58.166,44629,-11.2968,-1.2212,-4.1857,0.5220,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:00.187,46650,-10.9114,-1.2568,-4.1367,0.4269,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:02.230,48693,-10.9301,-0.8309,-4.1540,0.4213,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:04.269,50732,9.2078,-1.2206,-4.1323,-0.9287,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:06.288,52751,10.7971,-3.8813,-1.7342,-0.8240,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:08.306,54769,10.5400,-7.1645,-2.4244,0.7177,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:10.331,56794,7.9845,-8.9529,-2.4018,-0.0510,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:12.353,58816,8.3709,-10.0618,-2.4033,0.9976,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:24.561,71024,-8.7133,9.5127,-2.4995,-0.9525,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:26.579,73042,-5.7756,8.6503,-2.5198,-0.6225,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:28.597,75060,-3.1819,6.1149,-4.1179,-0.9436,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:30.616,77079,0.1310,3.3167,-3.1502,-0.3137,0.2469,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:42.789,89252,7.5996,6.4178,-4.3526,-0.7147,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:44.846,91309,5.2431,9.0706,-4.2746,0.7315,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:46.865,93328,5.0850,9.0175,-4.3038,0.9100,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:13:48.894,95357,3.2551,10.4147,-2.6315,-0.7957,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:03.127,109590,-9.4351,5.4964,-2.4000,-0.9988,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:05.158,111621,-9.6866,1.7732,-4.1339,-0.9881,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:07.187,113650,-8.9730,1.6140,-4.1558,-0.9789,-1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:09.212,115675,-10.9924,0.1490,-4.1394,-0.1547,-1.5708,True,True,Shotgun
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:11.252,117715,10.4517,1.2528,-4.1467,-0.5939,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:13.275,119737,10.4463,1.2753,-4.1425,-0.7580,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:15.339,121802,10.4363,1.2661,-4.1306,-0.7540,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:17.362,123825,10.3393,-0.4859,-4.1413,-0.2144,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:19.392,125855,8.0434,2.5071,-4.1564,-0.9931,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:21.410,127873,8.4503,4.8423,-4.1517,-0.9966,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:23.458,129921,9.2483,3.3407,-4.1300,-0.9210,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:25.486,131949,8.7434,1.8061,-4.1513,-0.7791,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:27.507,133970,9.6550,4.0343,-4.1604,-0.6276,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:29.531,135994,6.2923,3.6144,-4.2384,-0.7340,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:31.568,138031,8.0420,3.8126,-4.1521,0.0334,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:33.622,140085,9.6439,2.8527,-4.0367,-0.7675,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:35.647,142110,9.1968,5.0583,-4.1337,-0.9679,1.5708,True,True,Battle Rifle
Warlock,cOn ,_game_team_red,12,31,0,11,11,0,2025-12-12 01:14:37.678,144141,8.1329,2.4425,-4.1761,-0.9873,1.5708,True,True,Battle Rifle
